input,target,prompt,variant
inputs/inwood_rect_infill_0137_input.png,targets/inwood_rect_infill_0137_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/long_island_city_full_0138_input.png,targets/long_island_city_full_0138_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/long_island_city_quadrant_0139_input.png,targets/long_island_city_quadrant_0139_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/long_island_city_half_0140_input.png,targets/long_island_city_half_0140_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/long_island_city_middle_0141_input.png,targets/long_island_city_middle_0141_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/long_island_city_rect_strip_0142_input.png,targets/long_island_city_rect_strip_0142_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/long_island_city_rect_infill_0143_input.png,targets/long_island_city_rect_infill_0143_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/madison_square_garden_full_0144_input.png,targets/madison_square_garden_full_0144_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/madison_square_garden_quadrant_0145_input.png,targets/madison_square_garden_quadrant_0145_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/madison_square_garden_half_0146_input.png,targets/madison_square_garden_half_0146_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/madison_square_garden_middle_0147_input.png,targets/madison_square_garden_middle_0147_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/madison_square_garden_rect_strip_0148_input.png,targets/madison_square_garden_rect_strip_0148_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/madison_square_garden_rect_infill_0149_input.png,targets/madison_square_garden_rect_infill_0149_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/prospect_park_full_0150_input.png,targets/prospect_park_full_0150_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/prospect_park_quadrant_0151_input.png,targets/prospect_park_quadrant_0151_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/prospect_park_half_0152_input.png,targets/prospect_park_half_0152_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/prospect_park_middle_0153_input.png,targets/prospect_park_middle_0153_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/prospect_park_rect_strip_0154_input.png,targets/prospect_park_rect_strip_0154_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/prospect_park_rect_infill_0155_input.png,targets/prospect_park_rect_infill_0155_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/queens_jamaica_full_0156_input.png,targets/queens_jamaica_full_0156_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/queens_jamaica_quadrant_0157_input.png,targets/queens_jamaica_quadrant_0157_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/queens_jamaica_half_0158_input.png,targets/queens_jamaica_half_0158_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/queens_jamaica_middle_0159_input.png,targets/queens_jamaica_middle_0159_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/queens_jamaica_rect_strip_0160_input.png,targets/queens_jamaica_rect_strip_0160_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/queens_jamaica_rect_infill_0161_input.png,targets/queens_jamaica_rect_infill_0161_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/red_hook_full_0162_input.png,targets/red_hook_full_0162_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/red_hook_quadrant_0163_input.png,targets/red_hook_quadrant_0163_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/red_hook_half_0164_input.png,targets/red_hook_half_0164_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/red_hook_middle_0165_input.png,targets/red_hook_middle_0165_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/red_hook_rect_strip_0166_input.png,targets/red_hook_rect_strip_0166_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/red_hook_rect_infill_0167_input.png,targets/red_hook_rect_infill_0167_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/riverdale_full_0168_input.png,targets/riverdale_full_0168_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/riverdale_quadrant_0169_input.png,targets/riverdale_quadrant_0169_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/riverdale_half_0170_input.png,targets/riverdale_half_0170_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/riverdale_middle_0171_input.png,targets/riverdale_middle_0171_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/riverdale_rect_strip_0172_input.png,targets/riverdale_rect_strip_0172_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/riverdale_rect_infill_0173_input.png,targets/riverdale_rect_infill_0173_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/rockefeller_center_full_0174_input.png,targets/rockefeller_center_full_0174_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/rockefeller_center_quadrant_0175_input.png,targets/rockefeller_center_quadrant_0175_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/rockefeller_center_half_0176_input.png,targets/rockefeller_center_half_0176_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/rockefeller_center_middle_0177_input.png,targets/rockefeller_center_middle_0177_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/rockefeller_center_rect_strip_0178_input.png,targets/rockefeller_center_rect_strip_0178_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/rockefeller_center_rect_infill_0179_input.png,targets/rockefeller_center_rect_infill_0179_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/roosevelt_island_full_0180_input.png,targets/roosevelt_island_full_0180_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/roosevelt_island_quadrant_0181_input.png,targets/roosevelt_island_quadrant_0181_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/roosevelt_island_half_0182_input.png,targets/roosevelt_island_half_0182_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/roosevelt_island_middle_0183_input.png,targets/roosevelt_island_middle_0183_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/roosevelt_island_rect_strip_0184_input.png,targets/roosevelt_island_rect_strip_0184_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/roosevelt_island_rect_infill_0185_input.png,targets/roosevelt_island_rect_infill_0185_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/soho_full_0186_input.png,targets/soho_full_0186_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/soho_quadrant_0187_input.png,targets/soho_quadrant_0187_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/soho_half_0188_input.png,targets/soho_half_0188_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/soho_middle_0189_input.png,targets/soho_middle_0189_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/soho_rect_strip_0190_input.png,targets/soho_rect_strip_0190_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/soho_rect_infill_0191_input.png,targets/soho_rect_infill_0191_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/statue_of_liberty_full_0192_input.png,targets/statue_of_liberty_full_0192_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/statue_of_liberty_quadrant_0193_input.png,targets/statue_of_liberty_quadrant_0193_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/statue_of_liberty_half_0194_input.png,targets/statue_of_liberty_half_0194_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/statue_of_liberty_middle_0195_input.png,targets/statue_of_liberty_middle_0195_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/statue_of_liberty_rect_strip_0196_input.png,targets/statue_of_liberty_rect_strip_0196_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/statue_of_liberty_rect_infill_0197_input.png,targets/statue_of_liberty_rect_infill_0197_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/times_square_full_0198_input.png,targets/times_square_full_0198_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/times_square_quadrant_0199_input.png,targets/times_square_quadrant_0199_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/times_square_half_0200_input.png,targets/times_square_half_0200_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/times_square_middle_0201_input.png,targets/times_square_middle_0201_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/times_square_rect_strip_0202_input.png,targets/times_square_rect_strip_0202_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/times_square_rect_infill_0203_input.png,targets/times_square_rect_infill_0203_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/upper_east_side_full_0204_input.png,targets/upper_east_side_full_0204_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/upper_east_side_quadrant_0205_input.png,targets/upper_east_side_quadrant_0205_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/upper_east_side_half_0206_input.png,targets/upper_east_side_half_0206_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/upper_east_side_middle_0207_input.png,targets/upper_east_side_middle_0207_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/upper_east_side_rect_strip_0208_input.png,targets/upper_east_side_rect_strip_0208_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/upper_east_side_rect_infill_0209_input.png,targets/upper_east_side_rect_infill_0209_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/upper_west_side_full_0210_input.png,targets/upper_west_side_full_0210_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/upper_west_side_quadrant_0211_input.png,targets/upper_west_side_quadrant_0211_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/upper_west_side_half_0212_input.png,targets/upper_west_side_half_0212_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/upper_west_side_middle_0213_input.png,targets/upper_west_side_middle_0213_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/upper_west_side_rect_strip_0214_input.png,targets/upper_west_side_rect_strip_0214_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/upper_west_side_rect_infill_0215_input.png,targets/upper_west_side_rect_infill_0215_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/wall_street_full_0216_input.png,targets/wall_street_full_0216_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/wall_street_quadrant_0217_input.png,targets/wall_street_quadrant_0217_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/wall_street_half_0218_input.png,targets/wall_street_half_0218_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/wall_street_middle_0219_input.png,targets/wall_street_middle_0219_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/wall_street_rect_strip_0220_input.png,targets/wall_street_rect_strip_0220_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/wall_street_rect_infill_0221_input.png,targets/wall_street_rect_infill_0221_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/washington_square_full_0222_input.png,targets/washington_square_full_0222_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/washington_square_quadrant_0223_input.png,targets/washington_square_quadrant_0223_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/washington_square_half_0224_input.png,targets/washington_square_half_0224_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/washington_square_middle_0225_input.png,targets/washington_square_middle_0225_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/washington_square_rect_strip_0226_input.png,targets/washington_square_rect_strip_0226_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/washington_square_rect_infill_0227_input.png,targets/washington_square_rect_infill_0227_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/williamsburg_full_0228_input.png,targets/williamsburg_full_0228_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/williamsburg_quadrant_0229_input.png,targets/williamsburg_quadrant_0229_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/williamsburg_half_0230_input.png,targets/williamsburg_half_0230_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/williamsburg_middle_0231_input.png,targets/williamsburg_middle_0231_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/williamsburg_rect_strip_0232_input.png,targets/williamsburg_rect_strip_0232_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/williamsburg_rect_infill_0233_input.png,targets/williamsburg_rect_infill_0233_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
inputs/yankee_stadium_full_0234_input.png,targets/yankee_stadium_full_0234_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: full.,full
inputs/yankee_stadium_quadrant_0235_input.png,targets/yankee_stadium_quadrant_0235_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: quadrant.,quadrant
inputs/yankee_stadium_half_0236_input.png,targets/yankee_stadium_half_0236_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: half.,half
inputs/yankee_stadium_middle_0237_input.png,targets/yankee_stadium_middle_0237_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: middle.,middle
inputs/yankee_stadium_rect_strip_0238_input.png,targets/yankee_stadium_rect_strip_0238_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_strip.,rect_strip
inputs/yankee_stadium_rect_infill_0239_input.png,targets/yankee_stadium_rect_infill_0239_target.png,Fill in the outlined section with the missing pixels corresponding to the <sprite nyc pixel art> style. The red border indicates the region to generate. Variant: rect_infill.,rect_infill
